NomePlanilha;DataUltimaCompra;Grupo;Material;Quantidade;UnidadeMedida;ValorUnitario;ValorTotalItem
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 110X75 MM;32,00;UNID.;137,21;4.390,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 75X63 MM;32,00;UNID.;25,95;830,40
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;28,00;UNID.;8,32;232,96
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X32 MM;28,00;UNID.;3,18;89,04
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;4,00;UNID.;8,32;33,28
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X25 MM;4,00;UNID.;3,43;13,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 90X63 MM;16,00;UNID.;62,79;1.004,64
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;16,00;UNID.;8,32;133,12
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X32 MM;16,00;UNID.;3,18;50,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 90X63 MM;16,00;UNID.;62,79;1.004,64
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;16,00;UNID.;8,32;133,12
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X32 MM;16,00;UNID.;3,18;50,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 75X50 MM;12,00;UNID.;41,86;502,32
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 50X32 MM;12,00;UNID.;6,24;74,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 63X40 MM;4,00;UNID.;21,30;85,20
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 40X32 MM;4,00;UNID.;3,18;12,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 63X40 MM;4,00;UNID.;21,30;85,20
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 40X32 MM;4,00;UNID.;3,18;12,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 50X32 MM;4,00;UNID.;14,69;58,76
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 40X32 MM;4,00;UNID.;11,14;44,56
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;JOELHO 90° DE PPR DE 32 MM;136,00;UNID.;3,18;432,48
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;COLA PARA ISOLAMENTO ELASTOMÉRICO;12,00;LITROS;110,00;1.320,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"CONJUNTO PARABOLTE 5/16""";300,00;CJ;3,50;1.050,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;CAMBOTA PARA TUBO 110 MM;80,00;UNID.;18,70;1.496,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;ALUMÍNIO LISO;75,00;M²;41,30;3.097,50
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;PRESILHA PARA ALUMÍNIO LISO;100,00;UNID.;0,27;26,83
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;FITA PARA PRESILHA;50,00;M;7,66;382,77
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;SUPORTE PARA REDE HIDRÁULICA (mão francesa);80,00;UNID.;60,00;4.800,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;VAZO DE EXPANSÃO EM FIBRA DE VIDRO, VOLUME 1.000L;1,00;PÇS;2.400,00;2.400,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;Base Metálica e Amortecedores (Mola 150- 4x150kgf por Conjunto) VIBRA STOP;6,00;CJ;800,00;4.800,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;Amortecedor vibração para calço de chiller 40 TR VIBRASTOP VM-300 (6 POR CHILLER);3,00;CJ;1.500,00;4.500,00
CONTATO EVENTOS - AC06625;13/01/2026;DUTOS / DIFUSÃO DE AR;"PERFIL U ENRIJECIDO 3"" CHAPA 1/8"" ZINCADO";120,00;M;40,97;4.916,00
CONTATO EVENTOS - AC06625;13/01/2026;DUTOS / DIFUSÃO DE AR;SUPORTE PARA EVAPORADOR PISO TETO 48000;34,00;CJ;120,00;4.080,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;QUADRO DE FORÇA 21,30KW CHILLER E BOMBAS;1,00;UNID;16.000,00;16.000,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;QUADRO DE COMANDO 1,00KW CHILLER E BOMBAS;1,00;UNID;6.000,00;6.000,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;Infraestrutura elétrica para CAG;1,00;vb;2.000,00;2.000,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;Termostato para fancoletes;36,00;vb;400,00;14.400,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;Diversos;1,00;vb;2.000,00;2.000,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"CONEXÃO MOVEL CURTA PEX 1"" PARA 25mm";40,00;UNID.;29,99;1.199,60
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"MANGUEIRA DE POLIETILENO DE ALTA 3 DENSIDADE""PEX"" 25mm";20,00;M;7,00;140,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"ISOLAMENTO ELASTOMÉRICO PARA PPR 1"" CLASSE M, ESPESSURA DE 19 MM";20,00;M;27,97;559,40
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"NIPLE GALVANIZADO 1""";30,00;UNID.;11,71;351,30
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO ""ESFERA"" 1""";20,00;UNID.;73,00;1.460,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"VÁLVULA IDEPENDENTE DE PRESSÃO 1.1/4"" on-off";10,00;UNID.;2.469,46;24.694,60
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"ADAPTADOR ROSCA EXTERNA PPR 1""X32 MM";20,00;UNID.;21,44;428,80
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"FILTRO Y COM TELA METÁLICA 1""";10,00;UNID.;193,00;1.930,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço SCH40, 2.1/2""";8,00;M;90,00;720,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço galvanizado 1/2""";8,00;M;40,50;324,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"niple galvanizado 1/2""";12,00;UNID.;4,65;55,80
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tê aço galvanizado 1/2""";3,00;UNID.;8,89;26,67
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Manovacuometro 1/2""";3,00;UNID.;150,00;450,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Sifão trombeta, 1/2""";3,00;UNID.;131,57;394,71
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"União galvanizada, 1/2""";6,00;UNID.;47,14;282,84
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Valvula de bloqueio ""esfera"" 1/2""";3,00;UNID.;40,00;120,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Válvula de Bloqueio Borboleta 2.1/2""";6,00;UNID.;278,09;1.668,54
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Válvula de Retenção Wafer 2.1/2""";3,00;UNID.;507,20;1.521,60
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Filtro Y com tela metálica Flangeado 150 lbs 2.1/2""";3,00;UNID.;1.282,00;3.846,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Junta de expanção em borracha flangeada, 2.1/2""";6,00;UNID.;335,15;2.010,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Flange, 2.1/2""";42,00;UNID.;66,51;2.793,57
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Parafusos para flange 2.1/2""";168,00;UNID.;3,00;504,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Porcas para flange 2.1/2""";168,00;UNID.;1,50;252,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;Cap de aço carbono 6';4,00;UNID.;46,83;187,34
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço carbono 6""";4,00;M;322,50;1.290,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço SCH40, 3""";8,00;M;115,00;920,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço galvanizado 1/2""";8,00;M;32,40;259,20
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Isolamento elastomérico para tubo Sch40,3"", classe M, espessura de 25 mm";8,00;M;137,89;1.103,12
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço Sch 40 2.1/2""";8,00;M;90,00;720,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Isolamento elastomérico para tubo aço galvanizado 1/2"", espessura 19 mm";8,00;M;19,32;154,56
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"niple galvanizado 1/2""";12,00;UNID.;4,65;55,80
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tê aço galvanizado 1/2""";3,00;UNID.;8,89;26,67
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Manovacuometro 1/2""";3,00;UNID.;150,00;450,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Sifão trombeta, 1/2""";3,00;UNID.;131,57;394,71
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"União galvanizada, 1/2""";6,00;UNID.;47,14;282,84
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Valvula de bloqueio ""esfera"" 1/2""";3,00;UNID.;40,00;120,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Válvula de Bloqueio Borboleta 3""";6,00;UNID.;634,26;3.805,56
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Válvula de Retenção Wafer 3""";3,00;UNID.;323,78;971,34
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Filtro Y com tela metálica Flangeado 150 lbs 3""";3,00;UNID.;736,99;2.210,97
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Junta de expanção em borracha flangeada, 3""";6,00;UNID.;429,21;2.575,23
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Flange, 3""";42,00;UNID.;84,81;3.562,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Parafusos para flange 3""";336,00;UNID.;3,00;1.008,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Porcas para flange 3""";336,00;UNID.;1,50;504,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;Cap de aço carbono 6';4,00;UNID.;46,83;187,34
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço carbono, 6""";4,00;M;322,50;1.290,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO ESFERA 1/2""";9,00;UNID.;40,00;360,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"UNIÃO BRONZE ""LUVA"" 1/2""";9,00;UNID.;60,00;540,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"MEIA LUVA SOLDA ROSCA 1/2""";6,00;UNID.;30,00;180,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"TÊ PVCU 1/2""";3,00;UNID.;30,00;90,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"MANÔMETRO 1/2""";3,00;UNID.;180,00;540,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"SIFÃO TROMBETA 1/2""";3,00;UNID.;131,57;394,71
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"SIFÃO CACHUMBO DE LATÃO 1/2""";3,00;UNID.;150,00;450,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"TERMÔMETRO DE VIDRO COM CAPELA ASTE 100MM 1/2""";6,00;UNID.;132,80;796,79
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TUBULAÇÃO AÇO Schedule 2.1/2';23,00;M;90,00;2.070,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO BORBOLETA 2.1/2""";6,00;UNID.;278,09;1.668,54
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"CHAVE DE FLUXO 1""";3,00;UNID.;180,00;540,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"REDUÇÃO AÇO GALVANIZADO DE 1"" PARA 2.1/2""";6,00;UNID.;37,35;224,10
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"JUNTA DE EXPANÇÃO EM BORRACHA 2.1/2""";6,00;UNID.;335,15;2.010,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"FLANGE 2.1/2""";60,00;UNID.;66,51;3.990,82
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"PARAFUSOS PARA FLANGE 2.1/2""";3.240,00;UNID.;3,00;9.720,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"PORCAS PARA FLANGE 2.1/2""";3.240,00;UNID.;1,50;4.860,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TUBO PPR 110 MM, PN12;90,00;M;97,10;8.738,85
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TUBO PPR 90 MM, PN12;50,00;M;69,88;3.494,01
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TUBO PPR 75 MM, PN12;53,00;M;46,61;2.470,44
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TUBO PPR 63 MM, PN12;8,00;M;31,88;255,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TUBO PPR 50 MM, PN12;18,00;M;22,95;413,10
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TUBO PPR 40 MM, PN12;8,00;M;13,13;105,06
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;ISOLAMENTO EM BORRACHA ELASTOMERICA CLASSE R PARA TUBO PPR 40MM;8,00;M;69,09;552,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;ISOLAMENTO EM BORRACHA ELASTOMERICA CLASSE R PARA TUBO PPR 50MM;18,00;M;82,63;1.487,34
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;ISOLAMENTO EM BORRACHA ELASTOMERICA CLASSE R PARA TUBO PPR 63MM;8,00;M;103,61;828,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;ISOLAMENTO EM BORRACHA ELASTOMERICA CLASSE R PARA TUBO PPR 75MM;53,00;M;120,40;6.381,20
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;ISOLAMENTO EM BORRACHA ELASTOMERICA CLASSE R PARA TUBO PPR 90MM;50,00;M;137,89;6.894,50
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;ISOLAMENTO EM BORRACHA ELASTOMERICA CLASSE R PARA TUBO PPR 110MM;90,00;M;163,50;14.715,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 110X75 MM;32,00;UNID.;137,21;4.390,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 75X63 MM;32,00;UNID.;25,95;830,40
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;28,00;UNID.;8,32;232,96
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X32 MM;28,00;UNID.;3,18;89,04
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;4,00;UNID.;8,32;33,28
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X25 MM;4,00;UNID.;3,43;13,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 90X63 MM;16,00;UNID.;62,79;1.004,64
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;16,00;UNID.;8,32;133,12
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X32 MM;16,00;UNID.;3,18;50,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 90X63 MM;16,00;UNID.;62,79;1.004,64
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 63X40 MM;16,00;UNID.;8,32;133,12
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;BUCHA DE REDUÇÃO PPR 40X32 MM;16,00;UNID.;3,18;50,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 75X50 MM;12,00;UNID.;41,86;502,32
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 50X32 MM;12,00;UNID.;6,24;74,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 63X40 MM;4,00;UNID.;21,30;85,20
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 40X32 MM;4,00;UNID.;3,18;12,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 63X40 MM;4,00;UNID.;21,30;85,20
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 40X32 MM;4,00;UNID.;3,18;12,72
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 50X32 MM;4,00;UNID.;14,69;58,76
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;TE REDUÇÃO PPR 40X32 MM;4,00;UNID.;11,14;44,56
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;JOELHO 90° DE PPR DE 32 MM;136,00;UNID.;3,18;432,48
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;COLA PARA ISOLAMENTO ELASTOMÉRICO;12,00;LITROS;110,00;1.320,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"CONJUNTO PARABOLTE 5/16""";300,00;CJ;3,50;1.050,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;CAMBOTA PARA TUBO 110 MM;80,00;UNID.;18,70;1.496,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;ALUMÍNIO LISO;75,00;M²;41,30;3.097,50
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;PRESILHA PARA ALUMÍNIO LISO;100,00;UNID.;0,27;26,83
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;FITA PARA PRESILHA;50,00;M;7,66;382,77
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;SUPORTE PARA REDE HIDRÁULICA (mão francesa);80,00;UNID.;60,00;4.800,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;VAZO DE EXPANSÃO EM FIBRA DE VIDRO, VOLUME 1.000L;1,00;PÇS;2.400,00;2.400,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;Base Metálica e Amortecedores (Mola 150- 4x150kgf por Conjunto) VIBRA STOP;6,00;CJ;800,00;4.800,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;Amortecedor vibração para calço de chiller 40 TR VIBRASTOP VM-300 (6 POR CHILLER);3,00;CJ;1.500,00;4.500,00
CONTATO EVENTOS - AC06625;13/01/2026;DUTOS / DIFUSÃO DE AR;SUPORTE PARA EVAPORADOR PISO TETO 48000;34,00;CJ;120,00;4.080,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;QUADRO DE FORÇA 21,30KW CHILLER E BOMBAS;1,00;UNID;16.000,00;16.000,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;QUADRO DE COMANDO 1,00KW CHILLER E BOMBAS;1,00;UNID;6.000,00;6.000,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;Infraestrutura elétrica para CAG;1,00;vb;2.000,00;2.000,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;Termostato para fancoletes;36,00;vb;400,00;14.400,00
CONTATO EVENTOS - AC06625;13/01/2026;CONTROLE E ELÉTRICA;Diversos;1,00;vb;2.000,00;2.000,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"CONEXÃO MOVEL CURTA PEX 1"" PARA 25mm";48,00;UNID.;32,20;1.545,60
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"MANGUEIRA DE POLIETILENO DE ALTA 3 DENSIDADE""PEX"" 25mm";36,00;M;7,00;252,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"NIPLE GALVANIZADO 1""";48,00;UNID.;10,58;507,84
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"VÁLVULA DE BLOQUEIO ""ESFERA"" 1""";72,00;75.14;73,00;5.256,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"VÁLVULA IDEPENDENTE DE PRESSÃO 1.1/4"" on-off";12,00;UNID.;1.827,61;21.931,32
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"ADAPTADOR ROSCA EXTERNA PPR 1""X32 MM";20,00;UNID.;21,44;428,80
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"FILTRO Y COM TELA METÁLICA 1""";12,00;UNID.;179,49;2.153,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;PPR Complemento;1,00;;4.849,17;4.849,17
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;União PPR Mista;2,00;;1.082,43;2.164,86
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço SCH40, 2.1/2""";8,00;M;90,00;720,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço galvanizado 1/2""";8,00;M;40,50;324,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"niple galvanizado 1/2""";12,00;UNID.;4,65;55,80
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tê aço galvanizado 1/2""";3,00;UNID.;8,89;26,67
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Manovacuometro 1/2""";3,00;UNID.;150,00;450,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Sifão trombeta, 1/2""";3,00;UNID.;131,57;394,71
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"União galvanizada, 1/2""";6,00;UNID.;47,14;282,84
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Valvula de bloqueio ""esfera"" 1/2""";3,00;UNID.;40,00;120,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Válvula de Bloqueio Borboleta 2.1/2""";6,00;UNID.;278,09;1.668,54
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Válvula de Retenção Wafer 2.1/2""";3,00;UNID.;507,20;1.521,60
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Filtro Y com tela metálica Flangeado 150 lbs 2.1/2""";3,00;UNID.;1.282,00;3.846,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Junta de expanção em borracha flangeada, 2.1/2""";6,00;UNID.;335,15;2.010,88
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Flange, 2.1/2""";42,00;UNID.;66,51;2.793,57
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Parafusos para flange 2.1/2""";168,00;UNID.;3,00;504,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Porcas para flange 2.1/2""";168,00;UNID.;1,50;252,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;Cap de aço carbono 6';4,00;UNID.;46,83;187,34
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço carbono 6""";4,00;M;322,50;1.290,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço SCH40, 3""";8,00;M;115,00;920,00
CONTATO EVENTOS - AC06625;13/01/2026;REDE FRIGORIGENA;"Tubo de aço galvanizado 1/2""";8,00;M;32,40;259,20
